scenario,policy,destination_policy,threshold_mode,iteration,generated,completed,delayed,offloaded,received_offloaded,completed_offloaded,total_waiting_tasks,queue_imbalance,max_offloads_per_event,offload_fraction,high_arrival_rate_threshold,threshold_multiplier,completion_rate,offload_rate,offload_per_delayed,mean_rough_score,mean_actual_execution_time
no_offloading,NONE,DROP,FIXED,35,6682,455,109,0,0,0,6222,1950,5.0,0.4,3.0,1.0,0.06809338521400778,0.0,0.0,0.0,6.587728528260869
no_offloading,NONE,DROP,FIXED,36,6854,441,110,0,0,0,6408,1904,5.0,0.4,3.0,1.0,0.0643419900787861,0.0,0.0,0.0,6.757096343049327
no_offloading,NONE,DROP,FIXED,37,6851,435,128,0,0,0,6411,1975,5.0,0.4,3.0,1.0,0.06349438038242593,0.0,0.0,0.0,6.865518790909092
no_offloading,NONE,DROP,FIXED,38,6749,473,102,0,0,0,6271,1925,5.0,0.4,3.0,1.0,0.07008445695658616,0.0,0.0,0.0,6.303440652719665
no_offloading,NONE,DROP,FIXED,39,6911,466,109,0,0,0,6440,2023,5.0,0.4,3.0,1.0,0.06742873679641152,0.0,0.0,0.0,6.384454864118896
no_offloading,NONE,DROP,FIXED,40,6858,436,128,0,0,0,6417,1931,5.0,0.4,3.0,1.0,0.06357538641003208,0.0,0.0,0.0,6.830579383219955
no_offloading,NONE,DROP,FIXED,41,6797,479,113,0,0,0,6313,1937,5.0,0.4,3.0,1.0,0.07047226717669561,0.0,0.0,0.0,6.2650270413223135
no_offloading,NONE,DROP,FIXED,42,6823,452,118,0,0,0,6366,1912,5.0,0.4,3.0,1.0,0.06624651912648395,0.0,0.0,0.0,6.586199048140044
no_offloading,NONE,DROP,FIXED,43,6818,453,108,0,0,0,6360,1942,5.0,0.4,3.0,1.0,0.06644177178058082,0.0,0.0,0.0,6.621273460698689
no_offloading,NONE,DROP,FIXED,44,6844,459,114,0,0,0,6380,1992,5.0,0.4,3.0,1.0,0.06706604324956165,0.0,0.0,0.0,6.52310838362069
no_offloading,NONE,DROP,FIXED,45,6617,442,125,0,0,0,6170,1880,5.0,0.4,3.0,1.0,0.06679764243614932,0.0,0.0,0.0,6.7587676420581655
no_offloading,NONE,DROP,FIXED,46,6788,449,123,0,0,0,6334,1996,5.0,0.4,3.0,1.0,0.06614614024749559,0.0,0.0,0.0,6.656359786343612
no_offloading,NONE,DROP,FIXED,47,6832,470,103,0,0,0,6357,1891,5.0,0.4,3.0,1.0,0.06879391100702575,0.0,0.0,0.0,6.389268246315789
no_offloading,NONE,DROP,FIXED,48,6653,445,121,0,0,0,6203,2046,5.0,0.4,3.0,1.0,0.06688711859311589,0.0,0.0,0.0,6.723952857777777
no_offloading,NONE,DROP,FIXED,49,6656,471,131,0,0,0,6180,1881,5.0,0.4,3.0,1.0,0.07076322115384616,0.0,0.0,0.0,6.354810350840337
no_offloading,NONE,DROP,FIXED,50,6622,468,111,0,0,0,6149,1867,5.0,0.4,3.0,1.0,0.07067351253397765,0.0,0.0,0.0,6.375098177589852
random_offloading,RANDOM,DROP,FIXED,1,6706,475,112,205,0,0,6021,1831,5.0,0.4,3.0,1.0,0.07083209066507605,0.030569639129138085,1.8303571428571428,0.0,6.270537683333333
random_offloading,RANDOM,DROP,FIXED,2,6792,463,116,205,0,0,6119,1765,5.0,0.4,3.0,1.0,0.06816843345111896,0.030182567726737337,1.7672413793103448,0.0,6.476627752136752
random_offloading,RANDOM,DROP,FIXED,3,6847,450,117,185,0,0,6207,1969,5.0,0.4,3.0,1.0,0.06572221410836863,0.02701913246677377,1.5811965811965811,0.0,6.629212448351648
random_offloading,RANDOM,DROP,FIXED,4,6734,443,124,287,0,0,5999,1751,5.0,0.4,3.0,1.0,0.06578556578556578,0.04261954261954262,2.314516129032258,0.0,6.713757524553571
random_offloading,RANDOM,DROP,FIXED,5,6997,444,121,185,0,0,6363,1897,5.0,0.4,3.0,1.0,0.06345576675718165,0.026439902815492355,1.5289256198347108,0.0,6.739687699331848
random_offloading,RANDOM,DROP,FIXED,6,6740,448,109,230,0,0,6057,1816,5.0,0.4,3.0,1.0,0.06646884272997032,0.03412462908011869,2.110091743119266,0.0,6.7276162803532005
random_offloading,RANDOM,DROP,FIXED,7,6800,458,102,165,0,0,6172,1891,5.0,0.4,3.0,1.0,0.06735294117647059,0.02426470588235294,1.6176470588235294,0.0,6.508802628509719
random_offloading,RANDOM,DROP,FIXED,8,6632,447,109,180,0,0,6000,1690,5.0,0.4,3.0,1.0,0.06740048250904704,0.027141133896260553,1.651376146788991,0.0,6.676514683628319
random_offloading,RANDOM,DROP,FIXED,9,6765,442,116,233,0,0,6085,1846,5.0,0.4,3.0,1.0,0.06533628972653363,0.034441980783444195,2.0086206896551726,0.0,6.796032684563759
random_offloading,RANDOM,DROP,FIXED,10,6690,428,121,240,0,0,6017,1839,5.0,0.4,3.0,1.0,0.06397608370702541,0.03587443946188341,1.9834710743801653,0.0,6.981275193995381
random_offloading,RANDOM,DROP,FIXED,11,6789,463,105,177,0,0,6144,1794,5.0,0.4,3.0,1.0,0.06819855648843717,0.026071586389748123,1.6857142857142857,0.0,6.453852275641026
random_offloading,RANDOM,DROP,FIXED,12,6785,458,119,250,0,0,6072,1763,5.0,0.4,3.0,1.0,0.06750184229918939,0.036845983787767135,2.100840336134454,0.0,6.5218138293736505
random_offloading,RANDOM,DROP,FIXED,13,6927,472,109,235,0,0,6215,1811,5.0,0.4,3.0,1.0,0.06813916558394688,0.0339252201530244,2.1559633027522938,0.0,6.3123252997903565
random_offloading,RANDOM,DROP,FIXED,14,6917,458,115,241,0,0,6213,1934,5.0,0.4,3.0,1.0,0.06621367644932774,0.03484169437617464,2.0956521739130434,0.0,6.521934803455724
random_offloading,RANDOM,DROP,FIXED,15,6690,465,108,180,0,0,6040,1881,5.0,0.4,3.0,1.0,0.06950672645739911,0.026905829596412557,1.6666666666666667,0.0,6.395375529787233
random_offloading,RANDOM,DROP,FIXED,16,6660,469,112,211,0,0,5975,1803,5.0,0.4,3.0,1.0,0.07042042042042042,0.03168168168168168,1.8839285714285714,0.0,6.358844824894515
random_offloading,RANDOM,DROP,FIXED,17,6770,461,106,205,0,0,6099,1904,5.0,0.4,3.0,1.0,0.06809453471196455,0.030280649926144758,1.9339622641509433,0.0,6.468320819742489
random_offloading,RANDOM,DROP,FIXED,18,6820,456,109,175,0,0,6184,1944,5.0,0.4,3.0,1.0,0.06686217008797654,0.025659824046920823,1.6055045871559632,0.0,6.593549156182213
random_offloading,RANDOM,DROP,FIXED,19,6697,442,112,180,0,0,6070,1765,5.0,0.4,3.0,1.0,0.06599970135881739,0.026877706435717484,1.6071428571428572,0.0,6.744474599552573
random_offloading,RANDOM,DROP,FIXED,20,6680,461,101,193,0,0,6021,1839,5.0,0.4,3.0,1.0,0.0690119760479042,0.028892215568862276,1.9108910891089108,0.0,6.448521877682404
random_offloading,RANDOM,DROP,FIXED,21,6734,453,122,247,0,0,6029,1898,5.0,0.4,3.0,1.0,0.06727056727056727,0.03667953667953668,2.0245901639344264,0.0,6.580672423580786
random_offloading,RANDOM,DROP,FIXED,22,6742,487,103,182,0,0,6068,1774,5.0,0.4,3.0,1.0,0.07223375852862653,0.02699495698605755,1.766990291262136,0.0,6.143667587398373
random_offloading,RANDOM,DROP,FIXED,23,6885,432,113,244,0,0,6204,1867,5.0,0.4,3.0,1.0,0.06274509803921569,0.03543936092955701,2.15929203539823,0.0,6.886811201372997
random_offloading,RANDOM,DROP,FIXED,24,6879,446,121,237,0,0,6191,1851,5.0,0.4,3.0,1.0,0.06483500508794883,0.034452682075883125,1.9586776859504131,0.0,6.699529649667406
random_offloading,RANDOM,DROP,FIXED,25,6579,475,102,200,0,0,5899,1798,5.0,0.4,3.0,1.0,0.07219942240462077,0.030399756801945583,1.9607843137254901,0.0,6.331130133333334
random_offloading,RANDOM,DROP,FIXED,26,6713,450,108,192,0,0,6066,1788,5.0,0.4,3.0,1.0,0.06703411291523909,0.028601221510502012,1.7777777777777777,0.0,6.6349186571428564
random_offloading,RANDOM,DROP,FIXED,27,6839,454,119,197,0,0,6183,1840,5.0,0.4,3.0,1.0,0.06638397426524345,0.028805380903640883,1.6554621848739495,0.0,6.5745880827886705
random_offloading,RANDOM,DROP,FIXED,28,6859,472,111,241,0,0,6141,1876,5.0,0.4,3.0,1.0,0.06881469601982797,0.03513631724741216,2.171171171171171,0.0,6.32058504821803
random_offloading,RANDOM,DROP,FIXED,29,6824,457,116,231,0,0,6131,1800,5.0,0.4,3.0,1.0,0.06696951934349356,0.03385111371629543,1.9913793103448276,0.0,6.505776588744589
random_offloading,RANDOM,DROP,FIXED,30,6894,446,109,245,0,0,6198,1819,5.0,0.4,3.0,1.0,0.06469393675659994,0.03553814911517261,2.2477064220183487,0.0,6.6711374345898005
random_offloading,RANDOM,DROP,FIXED,31,6832,455,121,256,0,0,6116,1830,5.0,0.4,3.0,1.0,0.06659836065573771,0.03747072599531616,2.115702479338843,0.0,6.5797973608695655
random_offloading,RANDOM,DROP,FIXED,32,6784,441,127,210,0,0,6128,1767,5.0,0.4,3.0,1.0,0.06500589622641509,0.030955188679245283,1.6535433070866141,0.0,6.778595905829596
random_offloading,RANDOM,DROP,FIXED,33,6670,453,130,230,0,0,5982,1763,5.0,0.4,3.0,1.0,0.0679160419790105,0.034482758620689655,1.7692307692307692,0.0,6.608237334061135
random_offloading,RANDOM,DROP,FIXED,34,6882,464,108,176,0,0,6237,1923,5.0,0.4,3.0,1.0,0.06742226097064807,0.025573961057832027,1.6296296296296295,0.0,6.457093159914712
random_offloading,RANDOM,DROP,FIXED,35,6682,446,110,181,0,0,6050,1893,5.0,0.4,3.0,1.0,0.06674648308889554,0.027087698293923976,1.6454545454545455,0.0,6.7111587982261645
random_offloading,RANDOM,DROP,FIXED,36,6854,439,114,252,0,0,6158,1839,5.0,0.4,3.0,1.0,0.06405018967026554,0.036766851473592065,2.210526315789474,0.0,6.7783954144144145
random_offloading,RANDOM,DROP,FIXED,37,6851,437,128,242,0,0,6167,1901,5.0,0.4,3.0,1.0,0.06378630856809225,0.03532331046562546,1.890625,0.0,6.8282153280542985
random_offloading,RANDOM,DROP,FIXED,38,6749,472,107,187,0,0,6085,1864,5.0,0.4,3.0,1.0,0.0699362868573122,0.027707808564231738,1.7476635514018692,0.0,6.326718004192872
random_offloading,RANDOM,DROP,FIXED,39,6911,472,109,214,0,0,6220,1933,5.0,0.4,3.0,1.0,0.06829691795688034,0.030965128056721167,1.963302752293578,0.0,6.302604081761006
random_offloading,RANDOM,DROP,FIXED,40,6858,437,126,223,0,0,6193,1850,5.0,0.4,3.0,1.0,0.0637212015164771,0.03251676873724118,1.7698412698412698,0.0,6.860911916289593
random_offloading,RANDOM,DROP,FIXED,41,6797,478,112,242,0,0,6072,1860,5.0,0.4,3.0,1.0,0.07032514344563778,0.03560394291599235,2.1607142857142856,0.0,6.256926697722568
random_offloading,RANDOM,DROP,FIXED,42,6823,462,116,222,0,0,6134,1858,5.0,0.4,3.0,1.0,0.0677121500806097,0.03253700718159167,1.9137931034482758,0.0,6.480530796573876
random_offloading,RANDOM,DROP,FIXED,43,6818,455,104,160,0,0,6198,1878,5.0,0.4,3.0,1.0,0.06673511293634497,0.023467292461132296,1.5384615384615385,0.0,6.574983513043478
random_offloading,RANDOM,DROP,FIXED,44,6844,452,112,176,0,0,6211,1917,5.0,0.4,3.0,1.0,0.06604324956165984,0.02571595558153127,1.5714285714285714,0.0,6.602100973741794
random_offloading,RANDOM,DROP,FIXED,45,6617,451,123,230,0,0,5931,1780,5.0,0.4,3.0,1.0,0.06815777542693063,0.034758954208855976,1.8699186991869918,0.0,6.597139039473685
random_offloading,RANDOM,DROP,FIXED,46,6788,444,120,223,0,0,6116,1899,5.0,0.4,3.0,1.0,0.06540954625810254,0.03285209192692987,1.8583333333333334,0.0,6.732682465478842
random_offloading,RANDOM,DROP,FIXED,47,6832,466,106,215,0,0,6146,1786,5.0,0.4,3.0,1.0,0.06820843091334895,0.031469555035128806,2.0283018867924527,0.0,6.409255481953291
random_offloading,RANDOM,DROP,FIXED,48,6653,443,121,222,0,0,5983,1968,5.0,0.4,3.0,1.0,0.06658650232977605,0.03336840523072298,1.834710743801653,0.0,6.72884715625
random_offloading,RANDOM,DROP,FIXED,49,6656,469,121,205,0,0,5977,1823,5.0,0.4,3.0,1.0,0.07046274038461539,0.030799278846153848,1.6942148760330578,0.0,6.343692812236287
random_offloading,RANDOM,DROP,FIXED,50,6622,473,111,230,0,0,5914,1783,5.0,0.4,3.0,1.0,0.07142857142857142,0.0347327091513138,2.0720720720720722,0.0,6.292261219665272
